,age_start,age_cat,sex,state,SBP_med_rate,LDL_med_rate,sbp_average,ldl_average,sbp_rr,ldl_rr,both_rr
36,60,8,female,alaska,0.3232325477716558,0.05794188162981567,0.43376631377099484,0.17079927536646689,0.7451766942471819,0.3392396220973162,0.5422081581722491
37,60,8,female,arizona,0.477336935334131,0.2115103833391493,0.43376631377099484,0.17079927536646689,1.10044722280149,1.2383564443428268,1.1694018335721585
38,60,8,female,arkansas,0.5321541734658597,0.29255211111566487,0.43376631377099484,0.17079927536646689,1.226822269437014,1.7128416410899,1.469831955263457
39,60,8,female,california,0.4714549817431032,0.23822140906027306,0.43376631377099484,0.17079927536646689,1.0868870328921068,1.3947448462480023,1.2408159395700546
40,65,9,female,alabama,0.38596910010578905,0.19492678025265625,0.47540849578246897,0.18043333214656773,0.8118683269858846,1.0803257797972459,0.9460970533915652
41,65,9,female,alaska,0.3937987442590291,0.1,0.47540849578246897,0.18043333214656773,0.8283376249111422,0.5542213226920237,0.6912794738015829
42,65,9,female,arizona,0.49532515013903305,0.3305141770836067,0.47540849578246897,0.18043333214656773,1.041893770374851,1.8317800439174223,1.4368369071461367
43,65,9,female,arkansas,0.47760013144598745,0.11674290713834178,0.47540849578246897,0.18043333214656773,1.0046100052543472,0.6470140840912387,0.825812044672793
44,65,9,female,california,0.6243493529625062,0.15998279625823392,0.47540849578246897,0.18043333214656773,1.313290272473775,0.8866587695020693,1.0999745209879221
45,70,10,female,alabama,0.47347883141154723,0.02392488765772821,0.52081040023403,0.18143416606604712,0.9091193862464844,0.13186539325244223,0.5204923897494633
46,70,10,female,alaska,0.5017737405330958,0.3597137564092707,0.52081040023403,0.18143416606604712,0.9634480039331396,1.9826131109083658,1.4730305574207527
47,70,10,female,arizona,0.6368489430029528,0.2464834408506064,0.52081040023403,0.18143416606604712,1.2228038125136902,1.3585282540493477,1.290666033281519
48,70,10,female,arkansas,0.5664456648917083,0.1604144323724085,0.52081040023403,0.18143416606604712,1.087623566344243,0.8841467726316395,0.9858851694879414
49,70,10,female,california,0.425504821330846,0.11663431304022177,0.52081040023403,0.18143416606604712,0.8170052309624428,0.6428464691582049,0.7299258500603238
50,75,11,female,alabama,0.4444605600749246,0.23129871315219103,0.5887238947330256,0.24168595739415544,0.7549558698929293,0.9570217303729224,0.8559888001329259
51,75,11,female,alaska,0.7673080787981429,0.2508162975761373,0.5887238947330256,0.24168595739415544,1.3033411513662132,1.0377777024384234,1.1705594269023183
52,75,11,female,arizona,0.6077448617548672,0.3108246150650931,0.5887238947330256,0.24168595739415544,1.0323088075615943,1.2860681622399035,1.1591884849007488
53,75,11,female,arkansas,0.4999029461360432,0.1340966727805634,0.5887238947330256,0.24168595739415544,0.8491297034287,0.5548384946580524,0.7019840990433761
54,75,11,female,california,0.6242030269011501,0.2813934883967924,0.5887238947330256,0.24168595739415544,1.0602644677505635,1.1642939102906986,1.1122791890206312
55,80,12,female,alabama,0.6491728767201176,0.4047323248738737,0.568735292243073,0.25636804963418347,1.1414323773715562,1.5787159337967194,1.3600741555841378
56,80,12,female,alaska,0.6591045567724891,0.11848741603546006,0.568735292243073,0.25636804963418347,1.1588951235521237,0.4621769998427341,0.8105360616974289
57,80,12,female,arizona,0.6805039522779953,0.27882401700539317,0.568735292243073,0.25636804963418347,1.196521407338923,1.0875926910675981,1.1420570492032605
58,80,12,female,arkansas,0.4149559247718913,0.33248498460681963,0.568735292243073,0.25636804963418347,0.7296117023709203,1.2969049188510382,1.0132583106109792
59,80,12,female,california,0.43993915067287154,0.14731150564937084,0.568735292243073,0.25636804963418347,0.773539389366477,0.5746094564419103,0.6740744229041937
60,25,1,male,alabama,0.1,0.07617733635752956,0.12456203008580644,0.0746593477475723,0.8028128630459338,1.0203321975848179,0.9115725303153759
61,25,1,male,alaska,0.155070515544178,0.1294436599484622,0.12456203008580644,0.0746593477475723,1.244926045580305,1.7337903940189634,1.4893582197996342
62,25,1,male,arizona,0.1,0.07346732337013254,0.12456203008580644,0.0746593477475723,0.8028128630459338,0.9840338227776907,0.8934233429118122
63,25,1,male,arkansas,0.12733909660492443,0.08732499716991696,0.12456203008580644,0.0746593477475723,1.0222946472308212,1.1696458622323889,1.095970254731605
64,25,1,male,california,0.14040053827992982,0.0068834218918202034,0.12456203008580644,0.0746593477475723,1.1271535810970068,0.09219772338613864,0.6096756522415727
65,30,2,male,alabama,0.11668866000156744,0.1,0.11658492234549389,0.06869372795303254,1.0008898033638185,1.4557369789039878,1.228313391133903
66,30,2,male,alaska,0.04785809458027747,0.01868563463220508,0.11658492234549389,0.06869372795303254,0.4104998623960333,0.2720136930838995,0.34125677773996643
67,30,2,male,arizona,0.32675699874190645,0.1,0.11658492234549389,0.06869372795303254,2.8027380571012226,1.4557369789039878,2.129237518002605
68,30,2,male,arkansas,0.04821992808145814,0.1,0.11658492234549389,0.06869372795303254,0.41360346699516315,1.4557369789039878,0.9346702229495755
69,30,2,male,california,0.04340093032225992,0.024783005132957586,0.11658492234549389,0.06869372795303254,0.3722688101437621,0.36077537020413697,0.36652209017394954
70,35,3,male,alabama,0.1328446902877549,0.1,0.11143637782207913,0.10077328056981397,1.1921124222097075,0.9923265317409385,1.092219476975323
71,35,3,male,alaska,0.04272005853678519,0.059766240034783265,0.11143637782207913,0.10077328056981397,0.3833582836386932,0.593076256889129,0.4882172702639111
72,35,3,male,arizona,0.04347517436059779,0.14464297384916766,0.11143637782207913,0.10077328056981397,0.39013448938560136,1.4353306058043982,0.9127325475949998
73,35,3,male,arkansas,0.2700646034876195,0.0994571889651189,0.11143637782207913,0.10077328056981397,2.423486914827835,0.9869400738245958,1.7052134943262154
74,35,3,male,california,0.06807736243763823,0.1,0.11143637782207913,0.10077328056981397,0.6109078899381627,0.9923265317409385,0.8016172108395506
75,40,4,male,alabama,0.19851499723928556,0.23637272905575663,0.25186870951915463,0.13816049027197108,0.7881685566193306,1.7108561832000828,1.2495123699097066
76,40,4,male,alaska,0.35786206769005996,0.12068483672491685,0.25186870951915463,0.13816049027197108,1.4208278129238778,0.8735119315757122,1.147169872249795
77,40,4,male,arizona,0.23375555149224778,0.09740524368148594,0.25186870951915463,0.13816049027197108,0.9280849214597284,0.7050151855262108,0.8165500534929696
78,40,4,male,arkansas,0.26697108018216126,0.21036133713257854,0.25186870951915463,0.13816049027197108,1.0599612817798556,1.5225867881510768,1.291274034965466
79,40,4,male,california,0.20223985099201872,0.025978304765117394,0.25186870951915463,0.13816049027197108,0.802957427217208,0.1880299115469169,0.4954936693820624
80,45,5,male,alabama,0.2881353542443241,0.13931410084858054,0.1955646557872969,0.13019860683972162,1.4733508623240716,1.0700122238641183,1.271681543094095
81,45,5,male,alaska,0.1,0.05025017390553253,0.1955646557872969,0.13019860683972162,0.5113398410230301,0.3859501658676886,0.44864500344535935
82,45,5,male,arizona,0.1970288137812997,0.16095440740529626,0.1955646557872969,0.13019860683972162,1.0074868231588598,1.23622219401653,1.121854508587695
83,45,5,male,arkansas,0.09007151077721842,0.20047435203919878,0.1955646557872969,0.13019860683972162,0.46057152001527013,1.5397580427722142,1.0001647813937422
84,45,5,male,california,0.3025876001336422,0.1,0.1955646557872969,0.13019860683972162,1.5472509534787682,0.7680573734794489,1.1576541634791084
85,50,6,male,alabama,0.32511588507749295,0.054143418215797004,0.35322829939926886,0.13659128057266673,0.9204129047146382,0.39639000373082117,0.6584014542227297
86,50,6,male,alaska,0.13156658001845523,0.08272508043621543,0.35322829939926886,0.13659128057266673,0.3724689676399341,0.6056395407480317,0.4890542541939829
87,50,6,male,arizona,0.4470163933662925,0.309319526059305,0.35322829939926886,0.13659128057266673,1.2655169309099183,2.2645627507295143,1.7650398408197163
88,50,6,male,arkansas,0.43450193721359387,0.13676837815201615,0.35322829939926886,0.13659128057266673,1.2300881270060924,1.0012965511312795,1.115692339068686
89,50,6,male,california,0.4279407013205097,0.1,0.35322829939926886,0.13659128057266673,1.2115130697294167,0.7321111536603531,0.9718121116948849
90,55,7,male,alabama,0.4176782523700744,0.04134666053190732,0.35968342404032444,0.10732903534035203,1.1612385349268919,0.3852327601826716,0.7732356475547817
91,55,7,male,alaska,0.35226986198206045,0.12302745037620363,0.35968342404032444,0.10732903534035203,0.9793886468967976,1.1462643821037823,1.06282651450029
92,55,7,male,arizona,0.4697640818511371,0.14521223049224427,0.35968342404032444,0.10732903534035203,1.3060487374543883,1.352963157003699,1.3295059472290438
93,55,7,male,arkansas,0.28958803698389596,0.06898144375382977,0.35968342404032444,0.10732903534035203,0.8051192177024815,0.6427099948777338,0.7239146062901076
94,55,7,male,california,0.26911688701445435,0.15807739154757508,0.35968342404032444,0.10732903534035203,0.7482048630194407,1.4728297058321125,1.1105172844257765
95,60,8,male,alabama,0.27039939685716236,0.0485168173390233,0.3798368049997685,0.0858728169489069,0.7118830858355791,0.5649845790885154,0.6384338324620473
96,60,8,male,alaska,0.36404185084013607,0.21725568445268895,0.3798368049997685,0.0858728169489069,0.9584164726753057,2.5299703930983535,1.7441934328868296
97,60,8,male,arizona,0.5043750087223487,0.06438463826348875,0.3798368049997685,0.0858728169489069,1.3278729235379287,0.7497673949813093,1.0388201592596191
98,60,8,male,arkansas,0.3542356546369111,0.07437437045390502,0.3798368049997685,0.0858728169489069,0.932599605867912,0.866099111412133,0.8993493586400225
99,60,8,male,california,0.40613211394228427,0.024832574235428506,0.3798368049997685,0.0858728169489069,1.0692279120832742,0.28917852141968897,0.6792032167514815
100,65,9,male,alabama,0.6033860120639725,0.13143271261749828,0.4641538218292037,0.22902739024432078,1.299969931705103,0.5738733366227031,0.9369216341639031
101,65,9,male,alaska,0.5009206615169844,0.30247679995983134,0.4641538218292037,0.22902739024432078,1.0792126186592297,1.3207014219441462,1.1999570203016878
102,65,9,male,arizona,0.5120304351571088,0.2224182472056207,0.4641538218292037,0.22902739024432078,1.1031481613987923,0.971142564949766,1.0371453631742793
103,65,9,male,arkansas,0.15208585675406738,0.20867537582397688,0.4641538218292037,0.22902739024432078,0.32766261872994107,0.9111372032898211,0.6193999110098811
104,65,9,male,california,0.5523461436538855,0.28013381561467665,0.4641538218292037,0.22902739024432078,1.1900066695069338,1.2231454731935634,1.2065760713502485
105,70,10,male,alabama,0.7519686255761779,0.1200178637012485,0.5266324739905348,0.21508972487438244,1.4278812316266185,0.5579897587917871,0.9929354952092029
106,70,10,male,alaska,0.5957847333493042,0.2571175354485953,0.5266324739905348,0.21508972487438244,1.1313102833077708,1.1953966448130338,1.1633534640604024
107,70,10,male,arizona,0.38640737216593085,0.41072461514201053,0.5266324739905348,0.21508972487438244,0.7337325198310422,1.909550144163714,1.321641331997378
108,70,10,male,arkansas,0.4835384379347232,0.04026639367363399,0.5266324739905348,0.21508972487438244,0.9181705683106315,0.18720742563202653,0.552688996971329
109,70,10,male,california,0.4154632009265383,0.2473222164064239,0.5266324739905348,0.21508972487438244,0.788905396923938,1.149856026599439,0.9693807117616886
110,75,11,male,alabama,0.6396215318683115,0.0385859031824575,0.5374893856245497,0.18199602326569403,1.190017047732183,0.21201508961614152,0.7010160686741622
111,75,11,male,alaska,0.46619131143122716,0.10767350623698643,0.5374893856245497,0.18199602326569403,0.8673498005723854,0.5916255987626446,0.729487699667515
112,75,11,male,arizona,0.6040048723499211,0.22339362871783153,0.5374893856245497,0.18199602326569403,1.1237521865628695,1.2274643407548613,1.1756082636588654
113,75,11,male,arkansas,0.385160857273667,0.41079315147531337,0.5374893856245497,0.18199602326569403,0.7165924901495857,2.257154547138653,1.4868735186441193
114,75,11,male,california,0.5924683551996218,0.12953392671588135,0.5374893856245497,0.18199602326569403,1.1022884749829764,0.7117404237276996,0.907014449355338
115,80,12,male,alabama,0.5092773152591068,0.3492049743643023,0.6125648131678558,0.296142571907795,0.8313851927364198,1.1791785696824044,1.0052818812094122
116,80,12,male,alaska,0.7037712191479034,0.25515479078802705,0.6125648131678558,0.296142571907795,1.1488926624896671,0.8615944311696947,1.005243546829681
117,80,12,male,arizona,0.5663885599280595,0.2797398908214912,0.6125648131678558,0.296142571907795,0.9246181755021193,0.9446122150535964,0.9346151952778579
118,80,12,male,arkansas,0.6267031690668935,0.29574331579902613,0.6125648131678558,0.296142571907795,1.023080587711073,0.9986518111658286,1.0108661994384507
119,80,12,male,california,0.6566838024373156,0.30086988776612844,0.6125648131678558,0.296142571907795,1.0720233815607203,1.015962972928476,1.043993177244598
